Código OTRI,Título del contrato,Tipo contrato,Tipo contrato,CIF,CNAE,Descripción CNAE,Nombre entidad,Caracter,Caracter,Ambito,Ambito,Id. Pers,Nombre completo,Id. Categoria,Categoria,Nombre Departamento,Titulares,,Importe sin IVA,Fecha de firma,Fecha de fin,Código contable,Fecha de cierre,Ubicación expediente,,,CNAE,Descripción CNAE
2016800077,Identificación de moléculas con actividad frente a un ectoparásito,I+D,Investigación y desarrollo,B55112056,7211,Investigación y desarrollo experimental en biotecnología,"HIPRA SCIENTIFIC, S.L.U.",PRV,Privado,EST, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)","Villanueva San Martín, Maite(CD1); Fernández González, Ana Beatriz(CD1)",139860.05,30/06/2016,15/11/2017,3030007337,,\\tsclient\T\2016800077.pdf,,2009_7112,7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico
2016012125,Realización de un ensayo de corrosión acelerados en 3 discos de frenos durante de 16h en la cámara de niebla salina,SER,Servicios,A-31006588,4532,Comercio al por menor de repuestos y accesorios de,Icer Brakes S.A.,PRV,Privado,AUT, ,4623,"Berlanga Labari, Carlos",PD1,Profesor Contratado Doctor Tipo 1,"Ingeniería Mecánica, Energética y de Materiales","Berlanga Labari, Carlos(PRI - PD1); Rivero Fuente, Pedro José(INV - PAD)",,60,02/11/2016,09/11/2016,3030007424,,\\tsclient\T\2016012125.pdf,,2009_8731,8731,Asistencia en establecimientos residenciales para personas mayores
2016012101,Realización de un ensayo de corrosión de niebla salina neutra de 3 pastillas de freno durante 13 semanas,SER,Servicios,A-31006588,4532,Comercio al por menor de repuestos y accesorios de,Icer Brakes S.A.,PRV,Privado,AUT, ,4623,"Berlanga Labari, Carlos",PD1,Profesor Contratado Doctor Tipo 1,"Ingeniería Mecánica, Energética y de Materiales","Berlanga Labari, Carlos(PRI - PD1); Rivero Fuente, Pedro José(INV - PAD)",,520,09/09/2016,09/12/2016,3030007455,,\\tsclient\T\2016012101.pdf,,,,
2016017057,Análisis de microestructura para diferentes muestras de aluminio,SER,Servicios,B50100338,2442,Producción de aluminio,IDALSA- Ibérica de Aleaciones Ligeras S.L.,PRV,Privado,EST, ,1806,"Gil Bravo, Antonio",CU,Catedrático de Universidad,Química Aplicada,"Gil Bravo, Antonio(PRI - CU)",,620,13/05/2016,26/05/2016,3030007286,,\\tsclient\T\2016017057.pdf,,,,
2016024004,Optimización de convertidores de potencia para aplicaciones offshore en baja tensión,I+D,Investigación y desarrollo,A95663852,7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,"INGETEAM POWER TECHNOLOGY, S.A.",PRV,Privado,AUT, ,1768,"Gubía Villabona, Eugenio",PD1,Profesor Contratado Doctor Tipo 1,Ingeniería Eléctrica y Electrónica,"Gubía Villabona, Eugenio(PRI - PD1); Urtasun Erburu, Andoni(INV - PAD); De la Parra Laita, Iñigo(INV - AS3); Pascual Miqueleiz, Julio María(INV - AS2); Barrios Rípodas, Ernesto Luis(INV - PAD); Velasco Vitrián, David(INV - AYP); Samanes Pascual, Javier(INV - UNI)",,103500,07/03/2016,06/03/2019,3030007216,,\\tsclient\T\2016024004.pdf,,,,
2016024070,Modelización de parques eólicos conectados a redes débiles,I+D,Investigación y desarrollo,A95663852,7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,"INGETEAM POWER TECHNOLOGY, S.A.",PRV,Privado,AUT, ,2590,"López Taberna, Jesús",PD1,Profesor Contratado Doctor Tipo 1,Ingeniería Eléctrica y Electrónica,"López Taberna, Jesús(PRI - PD1)",,82160,06/06/2016,05/06/2018,3030007295,,\\tsclient\T\2016024070.pdf,,,,
2016010149,Colaboración con INSPIRIA para perfilar la Estrategia formativa del Área económica ''Automoción y vehiculo verde'',SER,Servicios,B71170575,7022,Otras actividades de consultoría de gestión empresarial,INSPIRIA CONSULTING S.L.,PRV,Privado,AUT, ,8435,"Erro Garcés, Amaya",PAD,Profesor Ayudante Doctor,Gestión de Empresas,"Erro Garcés, Amaya(PRI - PAD)",,3442.15,01/12/2016,31/12/2016,3030007449,,\\tsclient\T\2016010149.pdf,,,,
2016026120,"Formación de formadores, a técnicos y técnicas municipales de prevención, en la aplicación del proyecto ''Prevenir en Familia'' 2016-2017 y elaboración de la guía didáctica",FOR,Formación,Q3150027E,8411,Actividades generales de la Administración Pública,Instituto de Salud Pública y Laboral de Navarra,PUB,Público,AUT, ,3522,"Arza Porras, Javier",PAD,Profesor Ayudante Doctor,Trabajo Social,"Arza Porras, Javier(PRI - PAD)",,1000,24/10/2016,07/11/2016,3030007410,,\\tsclient\T\2016026120.pdf,,2009_2711,2711,"Fabricación de motores, generadores y transformadores eléctricos"
2016020028,Control de calidad de los quesos acogidos a la D.O.R.,ASE,Asesoría y consultoría,A31864572,8411,Actividades generales de la Administración Pública,"Instituto Navarro de Tecnologías e Infraestructuras Agroalimentarias, S.A. (INTIA, S.A.)",PUB,Público,AUT, ,246,"Torre Hernández, Paloma",CU,Catedrático de Universidad,Ciencias del Medio Natural,"Torre Hernández, Paloma(PRI - CU)",,12550,26/02/2016,06/04/2017,3030007242,,\\tsclient\T\2016020028.pdf,,,,
2016016089,Realización de análisis de calidad de la carne de conejo producida en Navarra,SER,Servicios,A31864572,8411,Actividades generales de la Administración Pública,"Instituto Navarro de Tecnologías e Infraestructuras Agroalimentarias, S.A. (INTIA, S.A.)",PUB,Público,AUT, ,1974,"Alfonso Ruiz, Leopoldo",TU,Titular de Universidad,Producción Agraria,"Alfonso Ruiz, Leopoldo(PRI - TU); Sarriés Martínez, María Victoria(PRI - PD1)",,6782,01/09/2016,31/08/2017,3030007358,,\\tsclient\T\2016016089.pdf,,2009_6201,6201,Actividades de programación informática
2016015147,Curso de formación: Estadística Agronómica con RCommander.,FOR,Formación,A31864572,8411,Actividades generales de la Administración Pública,"Instituto Navarro de Tecnologías e Infraestructuras Agroalimentarias, S.A. (INTIA, S.A.)",PUB,Público,AUT, ,527,"Urmeneta Martín-Calero, Henar",PD1,Profesor Contratado Doctor Tipo 1,Estadística e Investigación Operativa,"Moler Cuiral, José Antonio(PRI - TU); Urmeneta Martín-Calero, Henar(PRI - PD1)",,2000,13/12/2016,31/12/2016,3030007452,,\\tsclient\T\2016015147.pdf,,,,
2016901001,Estudio iIntegración de baterías de flujo de cinc-bromo en microrredes eléctricas,I+D,Investigación y desarrollo,A31037468,2829,Fabricación de otra maquinaria de uso general n.c.o.p.,JOFEMAR. S.A.U.,PRV,Privado,AUT, ,99996,"Vicerrector , para ISC",SC,Sin categoria,Institute of Smart Cities ISC,"Sanchis Gúrpide, Pablo(PRI - TU); Ursúa Rubio, Alfredo(PRI - PD1); Vicerrector , para ISC(PRI - SC)",,32298.85,19/04/2016,18/07/2018,3030007257,,\\tsclient\T\2016901001.pdf,,2009_8411,8411,Actividades generales de la Administración Pública
2016800091,Study on DNA of Spodoptera sp,I+D,Investigación y desarrollo,NL003657061B01,7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,Koppert B.V.,PRV,Privado,UE, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)",,23148.02,01/08/2016,31/10/2016,3030007338,,\\tsclient\T\2016800091.pdf,,,,
2016025039,Informe sobre la ejecución en España de una sentencia extranjera II,SER,Servicios,B85798338,6491,Arrendamiento financiero,"LUPICINIO RODRIGUEZ EUROPE, S.L.U.",PRV,Privado,EST, ,1976,"Iriarte Ángel, José Luis",CU,Catedrático de Universidad,Derecho Privado,"Iriarte Ángel, José Luis(PRI - CU)",,2000,18/04/2016,18/05/2016,3030007270,26/09/2016,\\tsclient\T\2016025039.pdf,,,,
2016025065,Informe sobre ejecución de una sentencia extranjera en España,ASE,Asesoría y consultoría,B85798338,6491,Arrendamiento financiero,"LUPICINIO RODRIGUEZ EUROPE, S.L.U.",PRV,Privado,EST, ,1976,"Iriarte Ángel, José Luis",CU,Catedrático de Universidad,Derecho Privado,"Iriarte Ángel, José Luis(PRI - CU)",,3000,18/04/2016,17/05/2016,3030007310,01/12/2016,\\tsclient\T\2016025065.pdf,,2009_6201,6201,Actividades de programación informática
2016025134,Informe sobre aplicación de normas restrictivas del comercio internacional XXV,ASE,Asesoría y consultoría,B85798338,6491,Arrendamiento financiero,"LUPICINIO RODRIGUEZ EUROPE, S.L.U.",PRV,Privado,EST, ,1976,"Iriarte Ángel, José Luis",CU,Catedrático de Universidad,Derecho Privado,"Iriarte Ángel, José Luis(PRI - CU)",,5000,11/11/2016,10/12/2016,3030007428,,\\tsclient\T\2016025134.pdf,,,,
2016025084,Informe sobre usufructo de acciones,SER,Servicios,14543423 V,6491,Arrendamiento financiero,Lupicinio Rodríguez Jiménez ,PRV,Privado,EST, ,1976,"Iriarte Ángel, José Luis",CU,Catedrático de Universidad,Derecho Privado,"Iriarte Ángel, José Luis(PRI - CU)",,4000,18/04/2016,17/05/2016,3030007355,10/02/2017,\\tsclient\T\2016025084.pdf,,2009_2059,2059,Fabricación de otros productos químicos n.c.o.p.
2016001035,Informe de evaluación para la convocatoria Netotec 2015 del CDTI,SER,Servicios,B71148506,6201,Actividades de programación informática,"MAHEI ENGINEERING,S.L.",PRV,Privado,LO, ,2199,"Magaña Lizarrondo, Eduardo",TU,Titular de Universidad,Automática y Computación,"Magaña Lizarrondo, Eduardo(PRI - TU)",,115,07/04/2016,13/04/2016,3030007243,26/08/2016,\\tsclient\T\2016001035.pdf,,0,0,NULL
2016025148,"Study on the electronic European Certificate of Succession, national registers of the European Certificate of Succession and wills, and their interconnection",ASE,Asesoría y consultoría,B95210878,8299,Otras actividades de apoyo a las empresas n.c.o.p.,MANAGING INNOVATION STRATEGIES S.L.L. (MAINSTRAT),PRV,Privado,EST, ,1976,"Iriarte Ángel, José Luis",CU,Catedrático de Universidad,Derecho Privado,"Iriarte Ángel, José Luis(PRI - CU)",,1550,01/12/2016,31/12/2016,3030007427,,\\tsclient\T\2016025148.pdf,,,,
2015024135,Pupil Center Detection,I+D,Investigación y desarrollo,FR63514957885,7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,Matchic Labs,PRV,Privado,INT, ,2247,"Villanueva Larre, Arantzazu",PD1,Profesor Contratado Doctor Tipo 1,Ingeniería Eléctrica y Electrónica,"Villanueva Larre, Arantzazu(PRI - PD1); Cabeza Laguna, Rafael(PRI - TU)",,8070,18/01/2016,17/05/2016,3030007234,,\\tsclient\T\2015024135.pdf,,2009_7219,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas
2016800045,Suministro de material biológico en febrero,SER,Servicios,B73183220,0161,Actividades de apoyo a la agricultura,"Métodos Servicios Agrícolas, S.L.",PRV,Privado,AUT, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)",,80,26/04/2016,25/05/2016,3030007345,25/01/2017,\\tsclient\T\2016800045.pdf,,,,
2016800079,Suministro de material biológico durante el mes de junio de 2016,SER,Servicios,B73183220,0161,Actividades de apoyo a la agricultura,"Métodos Servicios Agrícolas, S.L.",PRV,Privado,AUT, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)",,69,30/06/2016,29/07/2016,3030007346,25/01/2017,\\tsclient\T\2016800079.pdf,,,,
2016800118,Suministro de material biológico en el mes de septiembre,SER,Servicios,B73183220,0161,Actividades de apoyo a la agricultura,"Métodos Servicios Agrícolas, S.L.",PRV,Privado,AUT, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)",,44,01/09/2016,18/10/2016,3030007436,25/01/2017,\\tsclient\T\2016800118.pdf,,0,0,NULL
2016002128,Asesoramiento y apoyo científico-técnico para el desarrollo de evidencia científica en el proceso de rehabilitación en el campo de la medicina en el ámbito laboral 2016-2017,ASE,Asesoría y consultoría,G31033533,6512,Seguros distintos de los seguros de vida,MUTUA NAVARRA,PRV,Privado,AUT, ,810013,"Izquierdo Redín, Miguel Eugenio",CU,Catedrático de Universidad,Ciencias de la Salud,"Izquierdo Redín, Miguel Eugenio(PRI - CU)",,2000,01/12/2016,28/02/2017,3030007435,,\\tsclient\T\2016002128.pdf,,2009_7219,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas
2016008083,Estudio de Ruido PSIS Parque Tecnológico UPNA - Ampliación Comercial Galaria,SER,Servicios,A31212483,4110,Promoción inmobiliaria,"NASUVINSA Navarra de Suelo y Vivienda, S.A.",PUB,Público,AUT, ,127,"Arana Burgui, Miguel",TU,Titular de Universidad,Física,"Arana Burgui, Miguel(PRI - TU); San Martín Murugarren, Ricardo Andrés(PRI - PD1)",,2925,26/06/2016,26/07/2016,3030007324,29/03/2017,\\tsclient\T\2016008083.pdf,,,,
2016001061,Sistemas de Análisis de Tráfico de Redes de Comunicación,I+D,Investigación y desarrollo,B85765220,6201,Actividades de programación informática,NAUDIT HIGH PERFORMANCE COMPUTING AND NETWORKING S.L.,PRV,Privado,EST, ,2199,"Magaña Lizarrondo, Eduardo",TU,Titular de Universidad,Automática y Computación,"Izal Azcárate, Mikel(PRI - TU); Morató Osés, Daniel(PRI - TU); Magaña Lizarrondo, Eduardo(PRI - TU)",,36000,01/05/2016,31/10/2016,3030007320,01/03/2017,\\tsclient\T\2016001061.pdf,,,,
2016807112,Renovación de ''Estrategias para la auditoría avanzada de conexiones TCP y sistemas de acceso a datos'',I+D,Investigación y desarrollo,B85765220,6201,Actividades de programación informática,NAUDIT HIGH PERFORMANCE COMPUTING AND NETWORKING S.L.,PRV,Privado,EST, ,9999,"Vicerrector  , de Investigación",SC,Sin categoria,CENTRO TIC,"Magaña Lizarrondo, Eduardo(PRI - TU); Vicerrector , de Investigación(PRI - SC)",,20294,01/12/2016,31/12/2018,3030007392,,\\tsclient\T\2016807112.pdf,,2009_7211,7211,Investigación y desarrollo experimental en biotecnología
2016901058,Estimación del tempo musical variable on-line para el desplazamiento de la partitura en un Tablet,I+D,Investigación y desarrollo,B71134837,5829,Edición de otros programas informáticos,NewMusicNow,PRV,Privado,AUT, ,99996,"Vicerrector , para ISC",SC,Sin categoria,Institute of Smart Cities ISC,"Matías Maestro, Ignacio Raúl(INV - CU); Zivanovic Jeremic, Miroslav(PRI - PD1); Vicerrector , para ISC(PRI - SC)",,5872,24/05/2016,23/11/2016,3030007301,,\\tsclient\T\2016901058.pdf,,2009_7022,7022,Otras actividades de consultoría de gestión empresarial
2016800063,Análisis de cepas de Bt utilizando tecnología Illumina NGS,I+D,Investigación y desarrollo,A30013791,2020,Fabricación de pesticidas y otros productos agroquímicos ,"Probelte, S.A.",PRV,Privado,EST, ,99998,"Vicerrector  , para IdAB",SC,Sin categoria,Instituto de Agrobiotecnología IdAB,"Caballero Murillo, Primitivo(PRI - CU); Vicerrector , para IdAB(PRI - SC)",,26350,28/06/2016,27/10/2016,3030007305,,\\tsclient\T\2016800063.pdf,,,,
2016003075,Revisión del pliego administrativo de la licitación del contrato de suministro e instalación para la renovación del alumbrado público en el municipio de Orduña,SER,Servicios,B95640561,4121,Construcción de edificios,"Rehabilitación Energética, S.L.",PRV,Privado,EST, ,414,"Razquin Lizarraga, Martín María",CU,Catedrático de Universidad,Derecho Público,"Razquin Lizarraga, Martín María(PRI - CU)",,700,01/06/2016,30/06/2016,3030007299,16/01/2017,\\tsclient\T\2016003075.pdf,,2009_6512,6512,Seguros distintos de los seguros de vida
2016901154,Análisis del comportamiento energético de la planta fotovoltaica de SOLANDES,I+D,Investigación y desarrollo,FR521230888,3519,Producción de energía eléctrica de otros tipos,SAS SOLANDES,PRV,Privado,INT, ,99996,"Vicerrector , para ISC",SC,Sin categoria,Institute of Smart Cities ISC,"Marroyo Palomo, Luis María(PRI - TU); Marcos Alvarez, Javier(INV - PAD); Urtasun Erburu, Andoni(INV - PAD); De la Parra Laita, Iñigo(INV - PAD); Pascual Miqueleiz, Julio María(INV - AS2); Barrios Rípodas, Ernesto Luis(INV - PAD); García Solano, Miguel(INV - PD1); Vicerrector , para ISC(PRI - SC)",,17241.38,01/11/2016,31/12/2016,3030007454,,\\tsclient\T\2016901154.pdf,,,,
2016016098,Desarrollo de modelos predictivos incorporables a la plataforma de gestión vitícola,I+D,Investigación y desarrollo,A33011826,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,Seresco,PRV,Privado,EST, ,2332,"Santesteban García, Luis Gonzaga",TU,Titular de Universidad,Producción Agraria,"Miranda Jiménez, Carlos(INV - TU); Santesteban García, Luis Gonzaga(PRI - TU); Royo Díaz, José Bernardo(INV - TU)",,45000,01/10/2016,30/09/2019,3030007437,,\\tsclient\T\2016016098.pdf,,,,
2016000115,Acuerdo marco de colaboración entre la Universidad Pública de Navarra y SGS International Certification Services Ibérica S.A.,ACU,Acuerdo marco,A80773434,7120,Ensayos y análisis técnicos,SGS ICS IBÉRICA S.A.,PRV,Privado,EST, ,999,"Sin Director  , o Avalador",SC,Sin categoria,Universidad Pública de Navarra,"Sin Director , o Avalador(PRI - SC)",,0,10/11/2016,09/11/2019, ,,\\tsclient\T\2016000115.pdf,,2009_4669,4669,Comercio al por mayor de otra maquinaria y equipo
2016006126,Asistencia técnica para evaluar el proyecto ''SISTEBUZON'',ASE,Asesoría y consultoría,A80773434,7120,Ensayos y análisis técnicos,SGS ICS IBÉRICA S.A.,PRV,Privado,EST, ,2330,"Astrain Escola, José Javier",PD1,Profesor Contratado Doctor Tipo 1,Ingeniería Matemática e Informática,"Astrain Escola, José Javier(PRI - PD1)",,430,29/11/2016,28/12/2016,3030007453,,\\tsclient\T\2016006126.pdf,,,,
2016024142,Caracterización del Comportamiento de Materiales y Optimización del Proceso de Calentamiento por Microondas,I+D,Investigación y desarrollo,B31971252,7211,Investigación y desarrollo experimental en biotecnología,TAFCO Metawireless S.L.,PRV,Privado,AUT, ,2774,"Falcone Lanas, Francisco Javier",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"López Martín, Antonio Jesús(INV - CU); Falcone Lanas, Francisco Javier(PRI - TU); Beruete Díaz, Miguel(INV - RYC)",,25000,23/11/2016,22/11/2018,3030007429,,\\tsclient\T\2016024142.pdf,,,,
2016024037,"Anaysis of glitch-behaviour of high-power low-pass filter, proposal of design changes to ensure robust glitch-free response",I+D,Investigación y desarrollo,DE813306694,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,Tesat-Spacecom GmbH & Co. KG,PRV,Privado,INT, ,2553,"Gómez Laso, Miguel Ángel",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Lopetegui Beregaña, José María(INV - TU); Gómez Laso, Miguel Ángel(PRI - TU); Arnedo Gil, Israel(INV - PD1); Teberio Berdún, Fernando(INV - UNI); Gómez Torrent, Adrián(INV - FPU); Percaz Ciriza, Jon Mikel(INV - 196); Arregui Padilla, Iván(INV - AY)","Berenguer Verdu, Antonio Jose(COP)",30000,13/04/2016,12/04/2017,3030007249,,\\tsclient\T\2016024037.pdf,,,,
2016024102,Funcionamiento de redes de sensores inalámbricos,ASE,Asesoría y consultoría,B31763899,7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,TESICNOR,PRV,Privado,AUT, ,2774,"Falcone Lanas, Francisco Javier",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Falcone Lanas, Francisco Javier(PRI - TU)",,4000,21/09/2016,20/03/2017,3030007361,,\\tsclient\T\2016024102.pdf,,2009_7219,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas
2015024155,Design Techniques for Low-Cost Filters with Reduced Sensitivy to Fabrication Tolerances at High Frequencies Q/V/W Bands,I+D,Investigación y desarrollo,A78989670,3320,Instalación de máquinas y equipos industriales,Thales Alenia Space España S.A.,PRV,Privado,EST, ,2553,"Gómez Laso, Miguel Ángel",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Lopetegui Beregaña, José María(INV - TU); Gómez Laso, Miguel Ángel(PRI - TU); Arnedo Gil, Israel(INV - PD1); Teberio Berdún, Fernando(INV - UNI); Gómez Torrent, Adrián(INV - FPU); Percaz Ciriza, Jon Mikel(INV - 196); Arregui Padilla, Iván(INV - AY)","Martínez de Morentín Suescun, Cristian(COP)",10000,04/02/2016,03/02/2019,3030007225,,\\tsclient\T\2015024155.pdf,,2009_2711,2711,"Fabricación de motores, generadores y transformadores eléctricos"
2016903024,"Organization and implementation of the course ''Economic Evaluation of Health, Safety, and Environmental Programmes''",FOR,Formación, ,8543,Educación universitaria,THE SCHOOL OF PUBLIC AND ENVIRONMENTAL AFFAIRS OF INDIANA UNIVERSITY BLOOMINGTON (SPEA),PUB,Público,INE, ,99995,"Vicerrector , para INARBE",SC,Sin categoria,INARBE. Institute for Advanced Research in Business and Economics,"García Prado, Ariadna María(PRI - PD1); Cabasés Hita, Juan Manuel(INV - CU); Vicerrector , para INARBE(PRI - SC)",,16837.65,12/05/2016,02/06/2016,3030007272,15/09/2016,\\tsclient\T\2016903024.pdf,,2009_8411,8411,Actividades generales de la Administración Pública
2016903088,Evaluación externa de Posgrados del Area Administración,ASE,Asesoría y consultoría, ,8543,Educación universitaria,Universidad de la República de Uruguay,PUB,Público,INE, ,99995,"Vicerrector , para INARBE",SC,Sin categoria,INARBE. Institute for Advanced Research in Business and Economics,"Bello Pintado, Alejandro(PRI - TU); Vicerrector , para INARBE(PRI - SC)",,8744.58,22/08/2016,15/09/2016,3030007340,03/03/2017,\\tsclient\T\2016903088.pdf,,,,
2016024137,Análisis electromagnético de onda completa de una antena reflectora de 40cm en banda Ka,SER,Servicios,Q8650002B,8543,Educación universitaria,Universidad de Vigo,PUB,Público,EST, ,497,"Del Río Bocio, Carlos",TU,Titular de Universidad,Ingeniería Eléctrica y Electrónica,"Del Río Bocio, Carlos(PRI - TU)",,8000,15/11/2016,21/11/2016,3030007421,,\\tsclient\T\2016024137.pdf,,,,
2016013013,Dirección de Trabajos de Fin de Grado en los estudios de Magisterio Primaria,FOR,Formación,A26430439,8543,Educación universitaria,"Universidad Internacional de La Rioja, S.A. (UNIR)",PRV,Privado,EST, ,24,"Hernández Pérez, Patricio",CU,Catedrático de Universidad,Filología y Didáctica de la Lengua,"Hernández Pérez, Patricio(PRI - CU); Rodriguez Ortega, Davinia(PRI - PUN)",,3263.66,15/02/2016,29/07/2016,3030007241,09/12/2016,\\tsclient\T\2016013013.pdf,,,,
2016013048,Dirección de TFM en Máster Universitario en Formación de Profesorado,FOR,Formación,A26430439,8543,Educación universitaria,"Universidad Internacional de La Rioja, S.A. (UNIR)",PRV,Privado,EST, ,24,"Hernández Pérez, Patricio",CU,Catedrático de Universidad,Filología y Didáctica de la Lengua,"Hernández Pérez, Patricio(PRI - CU); Rodriguez Ortega, Davinia(PRI - PUN)",,964.13,09/05/2016,22/07/2016,3030007296,15/12/2016,\\tsclient\T\2016013048.pdf,,2009_7219,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas
2016016042,Tercera Renovación Elaboración estudio de la influencia del estado nutricional...,I+D,Investigación y desarrollo,B01367465,121, Cultivo de la vid .,"Viñedos Barón de Ley, S.L.",PRV,Privado,EST, ,2332,"Santesteban García, Luis Gonzaga",TU,Titular de Universidad,Producción Agraria,"Miranda Jiménez, Carlos(INV - TU); Santesteban García, Luis Gonzaga(PRI - TU); Royo Díaz, José Bernardo(INV - TU)","Marín Ederra, Diana(AYP)",11500,18/04/2016,17/12/2016,3030007276,20/03/2017,\\tsclient\T\2016016042.pdf,,,,
2016016090,Desarrollo de procedimiento de caracterización objetiva del viñedo,I+D,Investigación y desarrollo,B71173595,121, Cultivo de la vid .,Viticultura Viva S.L.,PRV,Privado,AUT, ,2332,"Santesteban García, Luis Gonzaga",TU,Titular de Universidad,Producción Agraria,"Santesteban García, Luis Gonzaga(PRI - TU)",,8000,02/08/2016,20/10/2016,3030007329,22/11/2016,\\tsclient\T\2016016090.pdf,,0,0,NULL
2016902059,Ensayo de medición de radiación UV a 185 nm,SER,Servicios,B31637580,2829,Fabricación de otra maquinaria de uso general n.c.o.p.,"WASSERLAB - Navarra de Tratamiento del Agua, S.L.",PRV,Privado,AUT, ,99997,"Vicerrector , para InaMat",SC,Sin categoria,Instituto de investigación en materiales avanzados - Institute for advanced materiales InaMat,"Aguilera Andoaga, José Antonio(PRI - TU); Aragón Garbizu, Carlos(INV - TU); Vicerrector , para InaMat(PRI - SC)",,92,25/05/2016,08/06/2016,3030007287,10/11/2016,\\tsclient\T\2016902059.pdf,,2009_8030,8030,Actividades de investigación
2016902092,Ensayo de mediación de radiación UV a 185nm,SER,Servicios,B31637580,2829,Fabricación de otra maquinaria de uso general n.c.o.p.,"WASSERLAB - Navarra de Tratamiento del Agua, S.L.",PRV,Privado,AUT, ,99997,"Vicerrector , para InaMat",SC,Sin categoria,Instituto de investigación en materiales avanzados - Institute for advanced materiales InaMat,"Aguilera Andoaga, José Antonio(PRI - TU); Vicerrector , para InaMat(PRI - SC)",,92,26/08/2016,09/09/2016,3030007344,,\\tsclient\T\2016902092.pdf,,2009_1039,1039,Otro procesado y conservación de frutas y hortalizas
